Real	User	CPU%	System	Exit
528.12	656.12	125%	6.08	0
644.47	789.58	123%	6.53	0
379.29	458.14	121%	3.73	0
123.4	152.42	124%	1.39	0
122.83	154.45	126%	1.46	0
1274.22	1800.78	142%	17.86	0
518.93	638.21	124%	5.72	0
521.67	641.84	124%	5.75	0
240.84	290.4	121%	2.74	0
521.1	638.7	123%	5.69	0
121.65	150.32	124%	1.12	0
2816.12	7704.1	274%	20.86	0
1009.64	1213.65	121%	9.46	0
123.73	156.4	127%	1.46	0
121.8	151.55	125%	1.41	0
251.97	303.54	121%	2.9	0
505.48	623.7	124%	6.37	0
908.14	1108.99	123%	9.79	0
1075.92	1321.51	123%	10.12	0
121.34	150.8	125%	1.36	0
898.19	1109.69	124%	8.77	0
2952.05	8082.29	274%	14.97	0
1050.59	1256.32	120%	10.12	0
241.94	284.35	118%	2.34	0
511.89	623.98	123%	5.82	0
506.91	618.62	123%	5.02	0
1036.63	1288.04	125%	8.69	0
240.25	284.94	119%	2.66	0
2990.89	8252.34	276%	21.61	0
377.8	455.98	121%	3.87	0
778.82	957.15	123%	8.46	0
121.37	152.14	126%	1.38	0
378.75	458.18	122%	4.35	0
939.33	1121.71	120%	8.82	0
1239.7	1781.36	144%	14.53	0
647.05	803.99	125%	6.7	0
252.03	296.23	118%	2.76	0
627.92	789.31	126%	5.69	0
625.7	739.34	119%	6.51	0
373.64	448.82	121%	4.2	0
1094.94	1360.33	125%	9.61	0
642.49	788.26	123%	6.61	0
263.65	318.03	121%	2.68	0
859.03	1065.11	125%	9.08	0
247.26	297.8	121%	2.58	0
130.91	160.53	123%	1.34	0
512.27	636	125%	5.93	0
250.89	293.14	117%	2.74	0
379.46	455.23	121%	4.44	0
1019.18	1264.23	125%	10.51	0
2550.88	6328.07	248%	20.93	0
252.01	302.38	121%	2.8	0
242.88	286.75	119%	2.32	0
120.88	148.44	123%	1.35	0
122.85	151.9	124%	1.37	0
526.96	646.58	123%	4.71	0
251.21	306.88	123%	2.62	0
804.2	997.78	125%	7.66	0
896.95	1082.53	121%	8.35	0
248.23	298.94	121%	2.75	0
124.67	155.79	126%	1.31	0
373.44	450.86	121%	4.24	0
387.24	472.78	123%	3.73	0
381.91	462.24	122%	4.4	0
799.45	1000.39	126%	7.33	0
124.77	152.06	122%	1.27	0
1331.04	2019.57	152%	9.3	0
1280.56	1928.84	151%	17.15	0
931.5	1148.24	124%	9.48	0
624.19	768.08	124%	6.76	0
250.38	299.49	120%	2.52	0
247.13	301.45	122%	2.35	0
927.64	1147.57	124%	10.06	0
256.28	312.38	122%	2.59	0
125.02	153.99	124%	1.3	0
120.88	150.44	125%	1.36	0
138.41	170.06	123%	1.26	0
386.53	464.66	121%	4.2	0
993.66	1251.85	127%	10.79	0
377.16	467.95	125%	4.44	0
773.65	943.7	123%	8.32	0
124.78	155.45	125%	1.51	0
122.69	150.41	123%	1.48	0
125.65	157.26	126%	1.36	0
247.63	295.72	120%	2.6	0
654.96	797.99	122%	7.28	0
786.4	974.24	124%	7.79	0
243.88	295.23	122%	2.53	0
757.68	932.09	123%	7.27	0
374.61	453.03	121%	3.79	0
121.3	149.08	124%	1.38	0
769.32	941.31	123%	7.09	0
755.38	920.32	122%	7.65	0
881.28	1071.29	122%	8.53	0
